age,income,employment_years,num_credit_accounts,total_debt,debt_to_income_ratio,payment_history_score,num_late_payments,credit_utilization,num_hard_inquiries,loan_amount,loan_term_months,savings_balance,education_level,employment_status,creditworthy,education_encoded,employment_encoded,income_per_debt,savings_to_income_ratio,payment_reliability,credit_age_score
46,54845.42,24,9,11739.25,0.214,660,7,0.6568,5,11933.12,12,8125.05,Bachelor,Self-Employed,1,0,1,4.6716,0.1481,0.65,216
34,27307.07,13,11,10754.52,0.3938,824,17,0.7852,7,17296.43,48,10959.53,High School,Employed,0,1,0,2.5389,0.4013,0.15,143
27,74261.78,7,12,24283.34,0.327,445,15,0.5495,5,1817.24,12,7826.59,High School,Employed,0,1,0,3.058,0.1054,0.25,84
23,39354.62,26,8,21890.93,0.5562,667,10,0.6801,9,19989.14,36,0.0,Bachelor,Employed,0,0,0,1.7977,0.0,0.5,208
67,33406.19,1,12,31669.8,0.948,364,15,0.9384,7,17744.6,36,21177.99,PhD,Employed,0,3,0,1.0548,0.634,0.25,12
43,72709.18,16,7,39523.89,0.5436,527,13,0.6384,3,15233.85,48,15204.8,Bachelor,Employed,0,0,0,1.8396,0.2091,0.35,112
66,70782.68,13,7,9628.82,0.136,819,2,0.3642,6,25271.95,36,290.33,Bachelor,Employed,1,0,0,7.3504,0.0041,0.9,91
63,56580.0,24,5,32917.77,0.5818,480,1,0.4495,2,2922.25,60,5929.18,PhD,Employed,0,3,0,1.7188,0.1048,0.95,120
67,76590.87,29,2,3802.91,0.0497,800,2,0.8605,0,31348.63,48,6583.79,Bachelor,Employed,1,0,0,20.1348,0.086,0.9,58
65,83518.73,28,11,51106.68,0.6119,454,3,0.1307,8,24017.65,24,14473.1,Bachelor,Employed,1,0,0,1.6342,0.1733,0.85,308
38,81164.48,19,6,8205.44,0.1011,834,4,0.3257,8,14293.66,60,0.0,Bachelor,Employed,1,0,0,9.8903,0.0,0.8,114
58,44434.42,20,10,30359.46,0.6832,734,9,0.5773,5,13512.7,48,5005.95,High School,Employed,1,1,0,1.4636,0.1127,0.55,200
55,75282.1,21,3,3691.39,0.049,398,19,0.6764,1,19806.11,12,0.0,Bachelor,Employed,0,0,0,20.3884,0.0,0.05,63
35,59232.82,34,4,17718.64,0.2991,671,1,0.7635,7,30208.51,36,6289.43,Bachelor,Employed,1,0,0,3.3428,0.1062,0.95,136
45,89518.16,15,13,43186.0,0.4824,661,11,0.3182,9,16016.08,36,5164.99,High School,Employed,0,1,0,2.0728,0.0577,0.45,195
57,52525.43,16,10,7734.44,0.1473,411,4,0.1459,5,16440.31,36,8478.16,High School,Employed,1,1,0,6.7902,0.1614,0.8,160
48,47870.57,15,12,53062.79,1.1085,752,4,0.9548,6,15181.18,48,4370.75,High School,Employed,0,1,0,0.9021,0.0913,0.8,180
30,42724.06,1,11,19920.87,0.4663,468,0,0.0764,0,32820.24,60,3493.86,Bachelor,Employed,1,0,0,2.1446,0.0818,1.0,11
59,58785.76,3,2,34635.69,0.5892,438,3,0.0958,2,11311.17,12,11717.94,High School,Employed,1,1,0,1.6972,0.1993,0.85,6
37,64334.51,20,14,26044.17,0.4048,530,11,0.4949,0,14704.92,36,10728.04,High School,Employed,1,1,0,2.4701,0.1668,0.45,280
59,64719.25,33,2,26855.6,0.415,538,11,0.8193,9,29634.36,60,11308.39,PhD,Employed,0,3,0,2.4098,0.1747,0.45,66
42,61983.45,29,12,0.0,0.0,552,15,0.7745,0,16470.11,24,6938.6,Bachelor,Employed,0,0,0,61983.45,0.1119,0.25,348
46,68420.74,5,8,12907.21,0.1886,735,16,0.9377,0,26370.59,24,4569.57,High School,Employed,1,1,0,5.3006,0.0668,0.2,40
64,50549.16,16,8,37939.65,0.7505,721,9,0.1416,3,5887.2,12,7286.89,Bachelor,Unemployed,1,0,2,1.3323,0.1442,0.55,128
45,37549.69,24,10,14835.18,0.3951,602,16,0.3757,6,12947.07,36,11006.97,High School,Employed,1,1,0,2.531,0.2931,0.2,240
37,35803.44,4,6,22082.48,0.6168,371,16,0.2821,6,29844.34,24,0.0,Bachelor,Employed,0,0,0,1.6213,0.0,0.2,24
33,74501.02,4,13,0.0,0.0,562,17,0.8609,4,8236.6,60,10364.67,Bachelor,Employed,1,0,0,74501.02,0.1391,0.15,52
40,64406.45,19,5,11936.35,0.1853,521,1,0.4884,5,13487.01,60,9854.83,Bachelor,Employed,1,0,0,5.3954,0.153,0.95,95
45,17883.24,15,8,36845.59,2.0603,376,3,0.0268,1,17566.85,24,8372.91,Bachelor,Unemployed,0,0,2,0.4853,0.4682,0.85,120
24,76935.07,8,4,760.56,0.0099,361,18,0.708,4,5108.45,36,7104.12,High School,Self-Employed,0,1,1,101.023,0.0923,0.1,32
30,92608.7,4,11,30756.19,0.3321,770,10,0.3887,6,10861.9,12,0.0,Bachelor,Self-Employed,1,0,1,3.011,0.0,0.5,44
23,40681.66,1,4,22666.67,0.5572,456,16,0.5311,8,16126.37,36,5360.88,High School,Unemployed,0,1,2,1.7947,0.1318,0.2,4
61,61723.2,8,5,16460.67,0.2667,424,11,0.8938,5,15466.82,48,18736.63,High School,Employed,0,1,0,3.7495,0.3036,0.45,40
65,45530.84,21,1,15801.13,0.347,460,1,0.2567,9,27803.52,24,8077.41,PhD,Employed,0,3,0,2.8813,0.1774,0.95,21
38,67566.14,21,1,12634.55,0.187,840,5,0.2403,3,30414.57,48,6156.26,Bachelor,Self-Employed,1,0,1,5.3473,0.0911,0.75,21
67,31679.82,21,2,13970.44,0.441,834,8,0.2632,2,6439.15,24,8101.44,PhD,Employed,1,3,0,2.2675,0.2557,0.6,42
56,53571.09,33,14,33946.1,0.6337,405,4,0.3381,8,16112.69,12,10128.64,High School,Unemployed,0,1,2,1.5781,0.1891,0.8,462
67,74626.28,28,8,13519.34,0.1812,430,19,0.1074,6,21742.48,36,11952.92,Bachelor,Employed,1,0,0,5.5196,0.1602,0.05,224
42,79714.23,32,7,47113.85,0.591,656,8,0.6972,5,30163.47,36,6626.72,High School,Employed,1,1,0,1.6919,0.0831,0.6,224
54,63529.92,17,10,24492.99,0.3855,301,7,0.2074,6,22184.9,24,10549.52,Bachelor,Unemployed,0,0,2,2.5937,0.1661,0.65,170
67,48219.09,6,9,11356.07,0.2355,532,19,0.9261,7,17909.13,60,18059.9,High School,Employed,0,1,0,4.2457,0.3745,0.05,54
28,23147.98,0,5,34600.49,1.4948,668,7,0.2157,4,21665.43,48,14037.5,High School,Self-Employed,0,1,1,0.669,0.6064,0.65,0
60,39849.01,32,2,29358.44,0.7367,550,5,0.2556,2,21737.69,36,22041.8,High School,Employed,1,1,0,1.3573,0.5531,0.75,64
69,45614.53,0,7,0.0,0.0,407,2,0.297,2,5722.86,36,4059.38,Bachelor,Employed,1,0,0,45614.53,0.089,0.9,0
64,41045.32,23,8,4482.93,0.1092,575,4,0.7685,1,16927.99,24,18057.14,High School,Unemployed,1,1,2,9.1539,0.4399,0.8,184
39,56191.06,3,12,18268.7,0.3251,479,8,0.4276,7,29591.61,60,3255.96,Master,Employed,0,2,0,3.0756,0.0579,0.6,36
62,48162.25,3,7,0.0,0.0,592,6,0.8193,0,12926.43,48,10121.4,High School,Employed,1,1,0,48162.25,0.2102,0.7,21
61,58442.43,17,14,51357.95,0.8788,474,3,0.7849,7,16294.47,60,12394.86,High School,Employed,0,1,0,1.1379,0.2121,0.85,238
57,79052.55,26,7,32333.48,0.409,422,6,0.9295,2,12574.84,60,4935.34,Bachelor,Self-Employed,0,0,1,2.4448,0.0624,0.7,182
26,46870.76,31,12,19800.01,0.4224,526,4,0.7566,8,1000.0,24,8527.79,PhD,Self-Employed,0,3,1,2.3671,0.1819,0.8,372
46,27342.66,32,14,14859.4,0.5435,743,10,0.0519,1,15205.9,60,13462.77,High School,Employed,1,1,0,1.84,0.4924,0.5,448
54,40965.85,27,5,11005.05,0.2686,727,14,0.8373,9,18017.92,48,3738.37,High School,Employed,0,1,0,3.7221,0.0913,0.3,135
65,66671.77,5,2,0.0,0.0,382,1,0.9381,8,9875.07,12,18016.3,Master,Self-Employed,0,2,1,66671.77,0.2702,0.95,10
26,68558.88,15,6,0.0,0.0,364,12,0.9937,5,3453.63,12,0.0,High School,Self-Employed,0,1,1,68558.88,0.0,0.4,90
57,63121.7,33,4,48516.81,0.7686,580,15,0.1253,0,6193.94,48,19638.15,Bachelor,Employed,1,0,0,1.301,0.3111,0.25,132
53,81014.75,22,10,43603.99,0.5382,690,6,0.6133,4,22641.88,24,14007.96,High School,Employed,1,1,0,1.8579,0.1729,0.7,220
42,51272.74,23,2,11363.33,0.2216,727,7,0.1995,9,34725.25,36,7461.65,Bachelor,Self-Employed,1,0,1,4.5117,0.1455,0.65,46
41,96043.32,12,12,33619.99,0.3501,406,5,0.2625,8,28824.33,24,5583.99,High School,Employed,1,1,0,2.8566,0.0581,0.75,144
26,71363.74,17,9,27596.31,0.3867,847,6,0.7456,5,1556.54,48,4957.83,Bachelor,Unemployed,1,0,2,2.5859,0.0695,0.7,153
26,15000.0,12,7,29364.32,1.9576,561,17,0.9777,6,23546.27,60,7185.23,Master,Employed,0,2,0,0.5108,0.479,0.15,84
68,91013.17,16,6,0.0,0.0,458,19,0.5949,3,8368.38,12,7709.02,Master,Employed,1,2,0,91013.17,0.0847,0.05,96
24,39660.27,14,12,0.0,0.0,564,6,0.8506,0,9177.33,60,15531.36,Bachelor,Employed,1,0,0,39660.27,0.3916,0.7,168
50,34317.98,17,5,37738.92,1.0997,767,2,0.0089,4,10380.24,24,19811.92,Master,Unemployed,1,2,2,0.9093,0.5773,0.9,85
31,65475.42,22,3,0.0,0.0,501,4,0.0366,1,22060.67,48,9196.28,High School,Employed,1,1,0,65475.42,0.1405,0.8,66
50,20236.39,29,12,17777.1,0.8785,454,0,0.5967,7,24592.53,12,2926.23,High School,Employed,0,1,0,1.1383,0.1446,1.0,348
51,41090.62,33,10,14484.47,0.3525,312,14,0.389,3,14019.69,48,4725.64,Bachelor,Employed,0,0,0,2.8367,0.115,0.3,330
44,86141.97,3,10,13097.74,0.152,596,2,0.8898,0,14189.29,12,6901.46,Bachelor,Self-Employed,0,0,1,6.5764,0.0801,0.9,30
29,66124.35,2,4,24716.76,0.3738,797,7,0.302,9,19642.64,12,1819.27,High School,Employed,0,1,0,2.6752,0.0275,0.65,8
23,71244.8,6,3,9836.11,0.1381,544,8,0.4321,6,20679.95,12,926.35,Bachelor,Employed,0,0,0,7.2425,0.013,0.6,18
51,41861.79,17,12,25936.03,0.6196,599,14,0.5279,1,26762.26,24,20582.76,Bachelor,Employed,0,0,0,1.614,0.4917,0.3,204
60,24232.6,6,11,22117.33,0.9127,661,9,0.273,2,2156.28,48,9815.68,Bachelor,Employed,0,0,0,1.0956,0.4051,0.55,66
57,69136.35,5,8,51480.99,0.7446,653,1,0.9085,8,15200.27,36,3001.2,Master,Employed,0,2,0,1.3429,0.0434,0.95,40
56,73605.12,21,3,0.0,0.0,820,19,0.4645,8,4319.76,36,12899.62,Bachelor,Employed,1,0,0,73605.12,0.1753,0.05,63
44,72699.87,0,7,20439.03,0.2811,685,4,0.4242,1,14490.58,36,929.92,High School,Employed,0,1,0,3.5567,0.0128,0.8,0
51,59181.38,3,7,26470.18,0.4473,611,18,0.8498,2,12738.25,48,1423.93,Bachelor,Self-Employed,0,0,1,2.2357,0.0241,0.1,21
26,35658.64,28,7,16153.96,0.453,713,12,0.312,8,14532.51,60,3181.75,Bachelor,Self-Employed,1,0,1,2.2073,0.0892,0.4,196
22,103755.39,20,13,0.0,0.0,577,10,0.8175,0,7002.57,48,17927.08,High School,Unemployed,1,1,2,103755.39,0.1728,0.5,260
40,64595.75,25,7,38856.54,0.6015,655,0,0.1223,1,1000.0,12,6482.72,Bachelor,Employed,1,0,0,1.6624,0.1004,1.0,175
48,51522.27,13,14,25054.01,0.4863,824,14,0.1828,1,1000.0,60,0.0,PhD,Self-Employed,1,3,1,2.0564,0.0,0.3,182
31,51611.02,8,2,996.55,0.0193,315,17,0.9508,9,13688.2,12,15260.4,High School,Employed,0,1,0,51.7378,0.2957,0.15,16
24,57991.95,11,10,26580.02,0.4583,344,15,0.8424,2,10689.99,12,6161.71,High School,Employed,0,1,0,2.1817,0.1063,0.25,110
35,76392.17,5,3,45523.49,0.5959,620,8,0.3879,9,8240.62,48,0.0,High School,Employed,0,1,0,1.678,0.0,0.6,15
26,58792.56,19,10,19455.26,0.3309,625,0,0.6385,2,28225.48,36,6099.9,Bachelor,Employed,1,0,0,3.0218,0.1038,1.0,190
69,72170.26,23,9,19966.81,0.2767,447,10,0.943,9,6405.62,60,11126.02,PhD,Employed,1,3,0,3.6143,0.1542,0.5,207
50,58027.95,26,3,43520.08,0.75,654,8,0.2119,1,29168.34,24,10424.29,Bachelor,Employed,0,0,0,1.3333,0.1796,0.6,78
58,52752.92,7,2,5444.24,0.1032,535,10,0.059,7,31238.44,36,18790.49,High School,Employed,1,1,0,9.6879,0.3562,0.5,14
22,67825.01,0,9,45913.28,0.6769,404,12,0.5375,7,1000.0,24,2883.39,Bachelor,Employed,0,0,0,1.4772,0.0425,0.4,0
35,67065.72,23,13,34593.67,0.5158,773,1,0.1426,7,15923.81,48,8280.32,Bachelor,Employed,1,0,0,1.9386,0.1235,0.95,299
31,51607.32,6,10,6136.72,0.1189,695,13,0.1873,1,11003.04,60,3802.58,Bachelor,Employed,1,0,0,8.4082,0.0737,0.35,60
28,40015.86,18,9,9975.97,0.2493,745,5,0.8915,8,1000.0,48,0.0,High School,Employed,1,1,0,4.0108,0.0,0.75,162
46,61834.58,21,4,12127.81,0.1961,519,7,0.0074,6,1000.0,24,13313.16,Bachelor,Employed,1,0,0,5.0982,0.2153,0.65,84
65,56566.97,34,14,0.0,0.0,741,17,0.8168,4,22749.36,12,10779.62,Bachelor,Employed,1,0,0,56566.97,0.1906,0.15,476
64,43902.57,29,12,23907.08,0.5445,327,15,0.517,6,35191.99,48,9702.07,High School,Employed,0,1,0,1.8363,0.221,0.25,348
25,38151.99,28,9,6815.79,0.1786,774,11,0.5593,7,24026.78,60,10560.74,Bachelor,Employed,1,0,0,5.5968,0.2768,0.45,252
26,63209.52,21,3,24448.27,0.3868,604,10,0.6718,8,18236.32,48,3887.16,PhD,Self-Employed,0,3,1,2.5853,0.0615,0.5,63
46,66001.9,10,7,635.85,0.0096,704,5,0.4314,1,14786.68,36,1965.83,High School,Employed,1,1,0,103.6381,0.0298,0.75,70
24,47799.36,19,7,33845.2,0.7081,812,2,0.1156,5,31826.63,48,8225.88,PhD,Employed,1,3,0,1.4123,0.1721,0.9,133
39,43401.26,28,11,31064.39,0.7157,801,13,0.1028,8,36482.39,24,14967.27,High School,Self-Employed,1,1,1,1.3971,0.3449,0.35,308
40,38394.9,33,8,9411.81,0.2451,647,1,0.7544,5,9131.57,48,17648.46,Bachelor,Employed,1,0,0,4.079,0.4597,0.95,264
53,62645.1,0,10,25394.74,0.4054,539,10,0.221,1,1000.0,60,12772.6,High School,Employed,0,1,0,2.4668,0.2039,0.5,0
40,38920.46,30,4,21243.81,0.5458,636,2,0.0281,0,1000.0,48,8175.05,High School,Employed,1,1,0,1.832,0.21,0.9,120
69,99822.69,29,3,42234.49,0.4231,325,17,0.9796,2,28218.81,48,9618.7,Bachelor,Employed,0,0,0,2.3635,0.0964,0.15,87
32,46794.37,17,3,4512.82,0.0964,708,0,0.9804,4,14529.41,60,8069.56,Bachelor,Employed,1,0,0,10.3669,0.1724,1.0,51
67,15000.0,16,12,17715.53,1.181,376,0,0.3781,6,16832.42,48,1844.34,Master,Self-Employed,0,2,1,0.8467,0.123,1.0,192
21,54396.57,13,5,10389.75,0.191,516,11,0.0255,9,1000.0,60,8147.88,Bachelor,Employed,0,0,0,5.2351,0.1498,0.45,65
46,53539.33,22,11,20672.27,0.3861,627,14,0.7273,9,7468.11,24,0.0,Bachelor,Employed,1,0,0,2.5898,0.0,0.3,242
34,77234.37,24,14,27999.1,0.3625,322,4,0.831,2,12045.19,60,7255.54,Master,Employed,0,2,0,2.7584,0.0939,0.8,336
58,60762.52,14,1,10222.89,0.1682,609,5,0.125,8,17078.38,24,17816.63,Bachelor,Self-Employed,1,0,1,5.9432,0.2932,0.75,14
57,38323.3,21,10,14538.41,0.3794,566,15,0.1355,9,11014.08,24,12937.16,High School,Self-Employed,0,1,1,2.6358,0.3376,0.25,210
31,49272.16,2,3,34490.61,0.7,714,11,0.8222,3,4626.74,60,2461.28,High School,Employed,0,1,0,1.4285,0.05,0.45,6
56,61548.4,18,14,40359.87,0.6557,566,11,0.9219,9,7154.33,48,7565.43,Bachelor,Employed,0,0,0,1.525,0.1229,0.45,252
33,15000.0,33,6,27402.74,1.8268,632,2,0.7908,1,27083.23,36,2993.74,Bachelor,Employed,0,0,0,0.5474,0.1996,0.9,198
63,81772.43,34,3,17930.55,0.2193,749,1,0.2007,2,17447.85,60,7624.92,High School,Employed,1,1,0,4.5603,0.0932,0.95,102
23,38376.6,0,5,16503.55,0.43,546,6,0.4115,4,21121.57,48,14246.65,High School,Employed,0,1,0,2.3252,0.3712,0.7,0
53,83340.88,20,9,28221.89,0.3386,335,1,0.6008,2,6011.26,24,11918.05,High School,Employed,0,1,0,2.953,0.143,0.95,180
26,62849.3,28,2,23416.51,0.3726,700,6,0.1603,4,1000.0,12,22904.86,Bachelor,Unemployed,1,0,2,2.6839,0.3644,0.7,56
30,67591.88,5,11,0.0,0.0,327,10,0.2106,3,9768.96,36,15154.86,High School,Employed,0,1,0,67591.88,0.2242,0.5,55
25,77988.47,0,2,28585.78,0.3665,519,10,0.2829,9,6334.29,48,9224.0,High School,Employed,0,1,0,2.7281,0.1183,0.5,0
43,66462.64,0,12,7091.45,0.1067,705,13,0.5095,2,18490.12,36,12062.9,Bachelor,Employed,1,0,0,9.3709,0.1815,0.35,0
30,68457.72,26,6,0.0,0.0,570,2,0.5108,5,47857.24,12,6785.34,Master,Employed,1,2,0,68457.72,0.0991,0.9,156
64,51711.67,20,6,0.0,0.0,810,13,0.8143,7,21951.66,12,1234.97,High School,Employed,1,1,0,51711.67,0.0239,0.35,120
22,62443.37,15,11,16758.43,0.2684,585,10,0.753,3,42359.6,12,15834.66,Bachelor,Self-Employed,0,0,1,3.7259,0.2536,0.5,165
33,43250.04,25,11,4752.13,0.1099,753,3,0.9137,8,20687.7,60,14053.95,High School,Employed,1,1,0,9.0993,0.3249,0.85,275
60,48131.78,15,8,0.0,0.0,616,16,0.8329,5,8701.14,36,6553.67,PhD,Unemployed,1,3,2,48131.78,0.1362,0.2,120
22,94293.9,27,12,14623.17,0.1551,596,15,0.2539,4,18479.16,60,9643.61,High School,Employed,1,1,0,6.4478,0.1023,0.25,324
40,38836.13,0,13,12641.44,0.3255,637,2,0.3313,2,32806.39,12,15445.64,PhD,Employed,1,3,0,3.0719,0.3977,0.9,0
21,58086.34,9,11,17751.48,0.3056,606,9,0.5004,4,33295.63,48,13078.11,PhD,Employed,0,3,0,3.272,0.2251,0.55,99
57,57269.38,16,14,10566.53,0.1845,727,14,0.0143,4,9246.63,12,0.0,Master,Employed,1,2,0,5.4194,0.0,0.3,224
29,48784.91,22,2,47439.94,0.9724,650,7,0.9039,3,17531.84,60,9461.72,High School,Employed,0,1,0,1.0283,0.1939,0.65,44
37,65288.02,6,9,27760.06,0.4252,810,17,0.0443,5,1000.0,12,6994.21,Bachelor,Employed,1,0,0,2.3518,0.1071,0.15,54
29,66794.44,6,2,12505.8,0.1872,824,2,0.3224,2,23246.69,12,14678.0,High School,Employed,1,1,0,5.3406,0.2197,0.9,12
31,36483.62,14,13,19045.6,0.522,791,6,0.5692,9,30533.55,60,14186.26,Master,Unemployed,0,2,2,1.9155,0.3888,0.7,182
35,57027.13,33,1,41219.64,0.7228,308,9,0.5178,0,15397.99,60,15911.65,Master,Employed,0,2,0,1.3835,0.279,0.55,33
44,33352.65,3,10,34349.34,1.0299,796,19,0.6545,6,8326.16,48,1292.63,PhD,Employed,0,3,0,0.971,0.0388,0.05,30
58,70770.97,13,2,0.0,0.0,739,8,0.5275,6,18601.31,60,3295.33,Bachelor,Employed,1,0,0,70770.97,0.0466,0.6,26
55,58529.75,13,12,5385.64,0.092,407,13,0.229,3,19174.59,48,14684.49,Bachelor,Employed,1,0,0,10.8657,0.2509,0.35,156
50,56646.6,15,7,8272.3,0.146,544,13,0.2011,8,15811.44,24,4450.13,Bachelor,Employed,1,0,0,6.8469,0.0786,0.35,105
51,68180.63,6,8,13404.5,0.1966,554,10,0.9072,1,16787.15,24,0.0,Bachelor,Employed,0,0,0,5.086,0.0,0.5,48
69,49489.79,31,5,11068.65,0.2237,332,0,0.264,0,13261.85,60,11195.58,Bachelor,Employed,1,0,0,4.4708,0.2262,1.0,155
25,73280.44,18,6,20510.14,0.2799,322,3,0.281,2,24959.55,12,4716.69,Bachelor,Employed,1,0,0,3.5727,0.0644,0.85,108
64,36031.1,1,12,31035.82,0.8614,348,5,0.413,6,22362.27,36,18738.74,PhD,Self-Employed,0,3,1,1.1609,0.5201,0.75,12
34,83237.53,9,1,33539.9,0.4029,761,4,0.1394,8,5168.97,12,9777.11,Bachelor,Self-Employed,1,0,1,2.4817,0.1175,0.8,9
31,43981.78,16,6,15098.04,0.3433,635,2,0.5073,1,4894.09,60,8961.56,Master,Employed,1,2,0,2.9129,0.2038,0.9,96
29,21076.42,11,12,0.0,0.0,657,1,0.665,5,12456.26,48,5784.54,Master,Employed,1,2,0,21076.42,0.2745,0.95,132
54,48429.3,5,8,4393.85,0.0907,421,2,0.786,2,22368.37,12,17545.01,Bachelor,Self-Employed,0,0,1,11.0196,0.3623,0.9,40
32,46160.64,21,13,12203.38,0.2644,743,8,0.7115,4,16480.57,24,10151.33,High School,Employed,1,1,0,3.7823,0.2199,0.6,273
55,48278.52,31,3,1324.48,0.0274,658,18,0.1476,8,8568.5,60,5549.0,Bachelor,Employed,1,0,0,36.4234,0.1149,0.1,93
55,59632.96,19,11,37112.88,0.6224,645,18,0.4561,2,17615.19,12,3235.5,Bachelor,Self-Employed,0,0,1,1.6068,0.0543,0.1,209
21,76956.85,0,1,2306.88,0.03,492,16,0.0386,0,11691.89,12,7559.16,High School,Employed,1,1,0,33.3453,0.0982,0.2,0
60,51165.88,5,11,29255.95,0.5718,715,17,0.0178,4,23804.86,48,2134.12,Bachelor,Self-Employed,0,0,1,1.7488,0.0417,0.15,55
42,41167.65,18,4,0.0,0.0,676,10,0.4401,0,18330.58,48,14173.26,PhD,Employed,1,3,0,41167.65,0.3443,0.5,72
49,32469.06,17,1,29858.02,0.9196,762,11,0.253,7,11847.22,48,0.0,High School,Employed,0,1,0,1.0874,0.0,0.45,17
28,45636.34,5,14,17910.97,0.3925,445,2,0.6834,6,17315.19,36,7162.92,Bachelor,Employed,0,0,0,2.5478,0.157,0.9,70
31,17243.5,32,8,42687.96,2.4756,777,17,0.7242,1,28150.48,60,11660.8,Master,Self-Employed,0,2,1,0.4039,0.6762,0.15,256
61,40497.34,22,5,3026.56,0.0747,707,5,0.8954,8,9303.7,60,10052.72,Bachelor,Employed,0,0,0,13.3762,0.2482,0.75,110
57,79881.08,22,1,11538.28,0.1444,585,6,0.7607,4,19026.57,24,3696.3,Bachelor,Employed,0,0,0,6.9225,0.0463,0.7,22
34,38532.82,25,14,14443.51,0.3748,410,0,0.0482,6,14295.4,24,11961.55,Bachelor,Self-Employed,1,0,1,2.6676,0.3104,1.0,350
50,67574.32,12,8,17712.5,0.2621,349,5,0.3716,3,19269.84,60,2683.76,Bachelor,Self-Employed,0,0,1,3.8148,0.0397,0.75,96
55,30470.36,6,9,14810.29,0.4861,313,17,0.273,0,8454.35,12,7865.69,High School,Self-Employed,0,1,1,2.0572,0.2581,0.15,54
41,90421.92,14,10,15099.82,0.167,433,12,0.3861,7,16103.35,60,11911.05,PhD,Employed,0,3,0,5.9879,0.1317,0.4,140
57,91752.13,26,2,14854.06,0.1619,642,18,0.1601,0,26078.23,36,10777.48,Bachelor,Self-Employed,1,0,1,6.1765,0.1175,0.1,52
25,66820.43,25,9,0.0,0.0,585,6,0.0977,2,5629.93,24,3949.77,Bachelor,Employed,1,0,0,66820.43,0.0591,0.7,225
39,94825.05,32,8,34900.02,0.368,613,18,0.521,5,1705.95,24,15184.97,Bachelor,Employed,1,0,0,2.717,0.1601,0.1,256
34,62115.86,14,7,62917.05,1.0129,596,8,0.7204,7,2085.44,24,8520.17,High School,Unemployed,0,1,2,0.9873,0.1372,0.6,98
46,70370.34,26,3,24474.07,0.3478,463,2,0.7019,7,3293.37,60,12457.97,PhD,Employed,0,3,0,2.8752,0.177,0.9,78
24,80238.68,4,2,2963.74,0.0369,796,11,0.4509,1,20953.23,24,17174.61,Master,Employed,1,2,0,27.0643,0.214,0.45,8
45,58594.37,1,7,4481.92,0.0765,315,19,0.5223,8,1000.0,24,14705.12,High School,Employed,0,1,0,13.0706,0.251,0.05,7
65,23952.45,32,5,29197.61,1.219,643,17,0.5163,3,12021.05,60,14720.78,PhD,Self-Employed,0,3,1,0.8203,0.6146,0.15,160
62,70779.27,15,6,25782.04,0.3643,377,7,0.6916,3,21182.89,12,9156.08,Bachelor,Employed,0,0,0,2.7452,0.1294,0.65,90
45,45562.81,22,4,15735.65,0.3454,645,8,0.0479,1,19166.59,24,12763.61,Bachelor,Employed,1,0,0,2.8953,0.2801,0.6,88
38,47049.4,15,2,31301.07,0.6653,371,12,0.7099,0,11144.41,24,9281.58,Bachelor,Employed,0,0,0,1.5031,0.1973,0.4,30
60,60957.9,13,9,0.0,0.0,569,7,0.5822,9,16909.24,24,744.05,High School,Employed,0,1,0,60957.9,0.0122,0.65,117
28,66325.62,28,3,31310.93,0.4721,586,9,0.1981,6,16071.45,36,9816.46,Bachelor,Self-Employed,1,0,1,2.1182,0.148,0.55,84
59,58002.69,25,12,23566.42,0.4063,365,16,0.0491,9,12757.59,60,9538.17,High School,Employed,0,1,0,2.4611,0.1644,0.2,300
60,67714.59,34,14,5060.78,0.0747,367,6,0.1085,2,12891.65,24,11502.38,Bachelor,Employed,1,0,0,13.3776,0.1699,0.7,476
34,40862.86,14,7,0.0,0.0,492,16,0.5247,3,37354.27,36,7232.02,Bachelor,Self-Employed,0,0,1,40862.86,0.177,0.2,98
52,54145.92,2,14,21819.91,0.403,354,17,0.7584,8,23093.11,12,3431.27,Master,Employed,0,2,0,2.4814,0.0634,0.15,28
58,71981.71,22,8,41108.57,0.5711,678,1,0.3347,5,39806.51,12,11939.04,Bachelor,Employed,1,0,0,1.751,0.1659,0.95,176
53,90455.82,28,2,16578.6,0.1833,467,2,0.3791,0,10030.37,36,120.37,High School,Employed,1,1,0,5.4559,0.0013,0.9,56
43,97528.71,33,14,7209.72,0.0739,708,18,0.9341,8,14150.33,12,16752.91,Master,Self-Employed,1,2,1,13.5255,0.1718,0.1,462
35,63659.53,32,6,22869.32,0.3592,807,0,0.213,8,1678.74,48,6611.49,Bachelor,Employed,1,0,0,2.7835,0.1039,1.0,192
53,71800.2,22,11,47313.08,0.659,836,9,0.1037,4,6904.33,12,9473.17,Bachelor,Employed,1,0,0,1.5175,0.1319,0.55,242
45,94631.58,6,8,26469.5,0.2797,401,13,0.3434,7,34019.13,48,11351.35,High School,Employed,0,1,0,3.575,0.12,0.35,48
37,41583.28,2,7,28091.03,0.6755,721,12,0.7459,6,9779.66,36,11544.13,Master,Employed,0,2,0,1.4803,0.2776,0.4,14
53,67594.0,31,11,38341.98,0.5672,777,8,0.6261,7,34192.81,48,0.0,PhD,Self-Employed,1,3,1,1.7629,0.0,0.6,341
67,70366.86,30,3,27088.36,0.385,419,5,0.4158,8,2566.38,12,12944.52,Master,Self-Employed,1,2,1,2.5976,0.184,0.75,90
